phylum,class,order,family,genus,species,asv_id,ndf,ddf,f.value,p.value,fdr.bh
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV297,4,17.102394934562533,1.7072787812800712,0.1944681112820477,0.6082183393596947
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum holothuriorum,ASV299,4,93.99999999887686,2.165263278253749,0.07886339361952234,0.4295692684713152
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,Pseudoteredinibacter isoporae,ASV302,4,75.71998559082705,0.09204999460156345,0.9846948344603489,0.9954758973850628
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooceanicola,NA,ASV304,4,90.55774444188677,9.649630073563843,1.5162509715608073e-6,5.97402882794958e-4
Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA,ASV306,4,9.9235334233011,0.878811843329783,0.5103798570212751,0.8066276736090259
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV310,4,10.3462409122339,1.6533888566458448,0.23402791559559577,0.6490491416788848
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,NA,ASV314,4,9.813115424524428,0.540104788644954,0.7101972421000208,0.882499862640713
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV316,4,12.695848343254582,3.4971478361163433,0.038765247616433705,0.3320327730624974
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter marinus,ASV317,4,24.93637633839774,3.651823446263417,0.017863024181574955,0.2547753569917569
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax profundi,ASV318,4,21.077512467998456,0.17401686968232744,0.9492802371493836,0.9784139861472158
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV320,4,23.969791882555853,1.0697531330250127,0.3931799492312361,0.7522412760298702
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia thalassica,ASV322,4,25.605313444662816,0.0748395620826152,0.9892247857554053,0.996583792807556
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium hamelinense,ASV323,4,26.305351254378184,2.094225684820715,0.11007572010320507,0.48755755234396425
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV325,4,91.04665272582812,3.1150682827841276,0.01886637631354365,0.2566947109943954
Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Oceanicaulis,Oceanicaulis stylophorae,ASV328,4,10.8783129630369,4.523256992835534,0.0213444260248507,0.26839480384439923
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV329,4,28.623186915058795,1.7469097412821064,0.167136025091477,0.5697941443132153
Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,Pelagibacter,Candidatus Pelagibacter ubique,ASV332,4,25.92401619540346,0.32581678742822107,0.8580577880256732,0.9452230246471071
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV333,4,24.184631814553903,1.3039314449466803,0.2965266209878972,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,NA,ASV334,4,23.074349393758073,1.5378748318807887,0.22435610619078378,0.639931950321052
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius pacificus,ASV335,4,91.26662729165048,2.6998418682943894,0.03541427831491234,0.3160764245882929
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,Mariniblastus fucicola,ASV338,4,28.91758269596215,1.302337444473818,0.29242392564479974,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV339,4,25.929617436041557,2.163346012286196,0.10146533911695557,0.48555478071352826
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri,ASV340,4,90.29586148123478,0.636555080142528,0.6377422906869753,0.8460284933692535
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV342,4,93.99999999901773,4.259701407686574,0.003266999239683248,0.1317604018639337
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV345,4,91.03507884803017,1.3126972028408237,0.27122681697314144,0.6850353563978849
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria arenilitoris,ASV346,4,9.950134452876567,3.8116188393984065,0.03941705367453602,0.3351867441964142
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV347,4,17.635705419114327,1.3405806857498808,0.29408713976512696,0.6953455855497098
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,NA,ASV353,4,28.36250924268318,4.402949445869093,0.0068166849462662675,0.14963365576091153
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Salinirepens,Salinirepens amamiensis,ASV355,4,10.62533408511722,5.552837175616859,0.01145134582888876,0.18291203742900694
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Luteirhabdus,Luteirhabdus pelagi,ASV357,4,15.850620664056342,0.17639049632256412,0.9472728832654879,0.9784139861472158
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,NA,ASV359,4,93.99999999933371,0.6565435482350728,0.6237253453514853,0.8435278698002924
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,ASV362,4,16.385467034952445,5.361916082153636,0.00594666972381369,0.14507563693597697
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia marina,ASV364,4,10.034913300300527,1.5455170475122144,0.2620445784589163,0.6837454563762453
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV365,4,26.71773206857825,3.0662507132742403,0.03345283281746301,0.31128797402467007
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV368,4,93.99999999882012,4.000639238320037,0.004844453209199626,0.14507563693597697
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV370,4,9.629847602169395,1.7295941535768933,0.22225703456440288,0.639931950321052
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV371,4,10.238181737499369,2.835804271311346,0.08114188124358532,0.43595319831780843
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV373,4,9.771438961582747,1.4798019652677503,0.28111727760006394,0.690812104206394
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV374,4,27.023522120306193,1.1432744425287305,0.35745073255321874,0.7409027613313939
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,NA,ASV375,4,16.790233035931067,0.3052207598722598,0.8704110810275938,0.9463720457974102
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV379,4,14.95528758974053,3.9033528187048487,0.02297789512046242,0.26961198053687163
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,NA,ASV382,4,15.421830476403107,4.241874519731572,0.016497449945301768,0.24374982294183364
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,NA,ASV383,4,71.87088369845576,0.8447244159360825,0.5014689119149992,0.8043786219536532
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV385,4,27.487562775303026,1.4316074276871487,0.2500596206112037,0.6687114741231736
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV386,4,26.47598560236704,2.3789259137435135,0.07725370283242429,0.4287036467038756
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV388,4,17.670060322940767,0.15796884419434215,0.956768360498119,0.9808327858705782
Pseudomonadota,Alphaproteobacteria,SAR11 clade,Clade III,NA,NA,ASV390,4,94.00000000036067,0.8461577870569246,0.4994503333885473,0.8043786219536532
Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,Saprospira grandis,ASV392,4,10.494770297017542,13.978397632513643,3.383625136095378e-4,0.036358590098770335
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV394,4,93.9999999984534,3.5515200098386313,0.009610155657561426,0.170872255734263
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV395,4,64.8362027788962,0.6357943645889683,0.6388032396822447,0.8464859072919431
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV401,4,26.82926453510594,2.45048758084445,0.0703948557396508,0.4223691344379048
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas,Marixanthomonas ophiurae,ASV403,4,17.443024108161943,0.33131389927471516,0.8531600101352712,0.9424627401681219
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,NA,ASV404,4,93.99999999807639,1.6082441996035928,0.17865535503587077,0.5866790839612261
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV405,4,93.99999999884446,1.4013973894598155,0.23954072054759998,0.6593574483641063
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV407,4,21.971280998862213,0.8245340350158141,0.523630287047228,0.8122454058921568
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV411,4,25.341029425183535,0.6901997747080758,0.6055330866159793,0.8397818013334163
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV412,4,10.397756770126243,3.7133903090944633,0.04026868886418312,0.33673642792971
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV413,4,17.883735020326647,1.724317651137799,0.18878279783488625,0.5998421157011707
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV414,4,72.9416047962472,0.5797059977839039,0.6782702094171649,0.86953946586886
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV415,4,19.009776525294228,1.6636815724830445,0.199817668118619,0.6147695410220962
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV416,4,14.12802320492739,0.692363345160349,0.60932134233867,0.8397818013334163
Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Oceanicaulis,Oceanicaulis stylophorae,ASV417,4,10.033295812282363,2.8656033895926463,0.08039293302822619,0.4339015837413852
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix algicola,ASV419,4,24.445717640691566,0.7976375930511705,0.5382989301399247,0.8209926908714722
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA,ASV423,4,26.45087571292994,2.2785867056540097,0.08745730698681883,0.4453338213294764
Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,Pelagibacter,Candidatus Pelagibacter ubique,ASV425,4,16.16514320984764,1.7584781165334857,0.1861300861861811,0.5973211788158703
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV428,4,21.385138911125157,0.7106700808228584,0.593612313493024,0.8372908765498263
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV430,4,91.33535249963664,3.047270942182359,0.02089831540546371,0.2668020399319405
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA,ASV431,4,23.917463570709106,0.3849970741166743,0.8171664946319116,0.9204394956388764
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidiaceibacter,Ascidiaceibacter salegens,ASV434,4,93.9999999980775,3.2403270591503635,0.01545705858160679,0.23126890181593956
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA,ASV436,4,76.26353202656749,2.5496402178351585,0.04588502512174328,0.36157399795933703
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Marinicella,NA,ASV437,4,26.387797445117478,2.3581664615843687,0.07934720104018046,0.4302219799518041
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella flava,ASV439,4,9.622719911120013,2.5271538575690284,0.10945339314143347,0.48755755234396425
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Ketobacteraceae,Ketobacter,Ketobacter alkanivorans,ASV441,4,12.312674443841878,3.0540259517408215,0.05840313474230989,0.3885727919407532
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV442,4,10.929684722126504,0.8807913667914287,0.5065505147963618,0.8056596505700202
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Cysteiniphilum,Cysteiniphilum marinum,ASV445,4,24.44052197654554,0.9158092783680397,0.47051586536506895,0.786221558205855
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea tangerina,ASV449,4,22.37221106617477,2.7514621136194184,0.05338473611626419,0.38260825478385097
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV453,4,93.99999999886761,0.28576842879393327,0.8865527778662152,0.9498922593961261
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV454,4,93.99999999755258,0.30065571264166113,0.8768412792581983,0.9473371232292774
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea loyana,ASV456,4,26.68456513286845,0.30309281860413667,0.8732844229749779,0.9463720457974102
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV457,4,9.499887582521474,1.140524591147268,0.39441882472985823,0.7522412760298702
Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Aureispira,Aureispira maritima,ASV458,4,13.318457120726283,0.40779052113881487,0.7999355061765232,0.9135213695196285
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA,ASV462,4,21.28365428036573,2.2311278761257074,0.09977586931957722,0.48555478071352826
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV468,4,26.25040252930595,1.7362458756203196,0.1720128633962878,0.5780103022682893
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV474,4,9.999267447371126,3.1521237530695365,0.06414020684068714,0.3968834979928386
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter profundi,ASV476,4,10.40682291654017,0.9307341455425653,0.4828731128133741,0.7927166935352891
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,NA,NA,ASV477,4,20.942540571996084,2.163678588946283,0.10857270166244924,0.48755755234396425
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV478,4,93.99999999942307,2.597863351267721,0.04111426163018269,0.33673642792971
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,NA,ASV480,4,91.28648703223746,0.14511319245475215,0.9647250352198382,0.9838747470708268
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium terrae,ASV484,4,68.72775383935398,1.1129415412410797,0.35756505206859124,0.7409027613313939
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV490,4,11.672978317855545,3.01871597908287,0.06285068448652491,0.3930661855189018
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV493,4,15.547357546687993,1.5797219880061704,0.22908003090002327,0.6476976653373614
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,ASV494,4,10.08543016180135,8.525438068519783,0.002844779865209014,0.12416460975046108
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV496,4,73.98401574610152,1.6813136449544095,0.16336404130812934,0.5646090550473944
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV497,4,16.56734808055147,1.1488079816660155,0.36836166198704784,0.7472161139564862
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Donghicola,Donghicola eburneus,ASV498,4,10.256724194351273,6.374192419386278,0.00770834556050905,0.14963365576091153
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tritonibacter,Tritonibacter mobilis,ASV499,4,24.009929312119418,1.4257742653471646,0.25582202581290286,0.6795092910356206
Bacteroidota,Flavobacteriia,Flavobacteriales,NS9 marine group,NA,NA,ASV500,4,10.506885744518954,3.2117068308835113,0.05856186285606246,0.3885727919407532
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV501,4,93.99999999683295,0.6518795507310905,0.6269713858429009,0.8447851506901833
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix algicola,ASV504,4,10.233921085046703,4.222856406646769,0.028553765163409156,0.28361807078276996
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA,ASV505,4,74.22303998867619,0.512361156265552,0.7268101529722781,0.8889406154075298
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter marinus,ASV506,4,25.44406628811979,0.8077749436239187,0.5317562984079827,0.8179146901394384
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,ASV507,4,13.313692393721274,2.3790845626483694,0.10418558377018547,0.48755755234396425
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Donghicola,NA,ASV512,4,10.415024145416046,6.93071173803077,0.005552180421122705,0.14507563693597697
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV513,4,90.79335173058824,4.340514209659089,0.0029412936319906176,0.12416460975046108
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV515,4,73.10087784588073,0.7107111001490763,0.5872271079465998,0.8372908765498263
Bacteroidota,Saprospiria,Saprospirales,NA,NA,NA,ASV518,4,21.88937424482001,1.6310315086959353,0.20218334238689167,0.6147695410220962
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV519,4,91.38478711566401,0.7463096907194477,0.5629591046002446,0.8328130934136284
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,NA,ASV520,4,10.181753446177396,1.3188516751813704,0.3268421624102337,0.7140987725857603
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum jejuense,ASV522,4,93.99999999974557,4.686692443397088,0.0017113174024564826,0.1064619563001875
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV524,4,73.12273069440087,1.586471034835177,0.18697871079684605,0.5973211788158703
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV526,4,24.194811911909298,2.4201600080077945,0.07600821263028175,0.4256705108276082
